mcrTags,count
"[api,html,javax,parser,servlet,specs,standard]",1
"[bootstrap,github,gwt,ui,widget]",1
"[jdbc,spring,sql,sqlite,testing]",1
"[apache,api,client,codehaus,frontend,functional,groovy,http,io,javax,jaxrs,json,junit,jvm,kotlin,language,memory,message,messaging,mock,mocking,module,off-heap,queue,rest,servlet,specs,spring,standard,testing,web,webservice,websocket]",1
"[apache,cache,client,commons,coordination,csv,distributed,driver,framework,http,tabular,testing]",1
"[annotations,google]",3
"[jdbc,sql,sqlite]",9
"[amazon,apache,api,assets,aws,bootstrap,cloud,commons,computing,csv,data,elastic,elasticsearch,excel,io,jpa,json,junit,lambda,logging,mock,mocking,module,persistence,scheduling,sdk,search,spreadsheet,spring,starter,swagger,tabular,testing,validation,web]",1
"[analysis,annotation,annotations,apache,api,binding,bpm,build,build-system,client,codehaus,compiler,connector,database,defect,dependency-injection,driver,eclipse,encryption,event,expression,git,github,google,groovy,hibernate,http,io,javax,jaxrs,jboss,jdbc,jetty,json,jvm,kafka,language,locking,logging,maven,metadata,metrics,migration,mime,mustache,native,network,persistence,plugin,prometheus,provider,repository,rest,runtime,schema,scm,sdk,security,selenium,server,servlet,specs,ssh,standard,streaming,testing,transport,validation,webserver,xml]",1
"[annotations,apache,build,build-system,codehaus,maven,metadata,model,plugin,tools]",1
"[api,cache,classpath,client,codec,container,docker,github,hibernate,http,io,jboss,jpa,logging,mock,mocking,native,netty,network,persistence,rest,runtime,scanning,server,socket,testing,tools,transaction,transport,unix]",1
"[api,client,dataset,render,service]",1
"[codehaus,plugin,sonar]",1
"[api,client,github,identity,jenkins,module,plugin]",1
"[amazon,appserver,aws,cloud,data,elastic,elasticsearch,logging,native,request,search,server,signing,spring,starter,testing]",1
"[client,eclipse,plugin]",2
"[amazon,apache,aws,client,eclipse,json,plugin,sdk]",1
"[annotations,apache,api,bundle,cache,client,clojure,codehaus,compiler,computing,data,database,description,distributed,dom,extension,google,graph,graphics,groovy,hadoop,hbase,hibernate,i18n,io,javax,jdbc,junit,jvm,language,management,metadata,mock,mocking,module,native,network,nosql,parser,pdf,persistence,platform,pooling,reactive,rule-engine,service,servlet,snmp,specs,sql,ssh,standard,streaming,svg,testing,validation,webservice,xml]",1
"[annotations,api,build,build-system,client,dependency-injection,github,google,io,json,maven,metadata,plugin,rules,schema,swagger,validation,webservice]",1
"[api,hibernate,javaee,javax,mocking,persistence,specs,standard,testing,validation]",1
"[client,database,io,json,reactive,redis,schema,streaming,validation,vertx]",1
"[analysis,annotations,api,collections,defect,metadata,platform,structures]",1
"[github,hazelcast,spring,starter]",1
"[apache,compression,config,coordination,distributed,encryption,framework,io,jboss,logging,metrics,prometheus,reporter,spring,testing,zookeeper]",1
"[apache,client,protocol,serialization,thrift,twitter]",1
"[admin,apache,avro,client,database,description,extension,github,google,http,i18n,ibm,io,json,jvm,kafka,language,library,logging,metadata,postgresql,protocol,registry,rest,scala,schema,security,serialization,service,streaming,validation,webservice,xml]",1
"[native,xml]",1
"[annotations,apache,build,build-system,codehaus,jvm,language,library,maven,metadata,model,plugin,sbt,scala,tools]",1
"[annotations,api,cloud,container,extension,google,grpc,io,javax,protocol,rpc,servlet,specs,standard,stub]",1
"[annotations,compiler,dependency-injection,extension,github,google,i18n,ibm,mustache,protocol]",1
"[cli,dependency-injection,google,logging,parser]",1
"[api,client,github,io,json,native,scheduling]",1
"[analyzer,apache,api,cache,collections,commons,github,graph,i18n,ibm,index,interface,io,javax,json,lucene,model,nlp,protocol,serialization,servlet,specs,standard,structures,thrift,time,tools]",1
"[apache,client,driver,github,jboss,json,logging,management,mime,rest,snmp,spring,support]",1
"[apache,api,client,commons,csv,database,dependency-injection,eclipse,google,hadoop,hbase,http,javax,jetty,mapreduce,parallel,plugin,security,server,servlet,specs,standard,tabular,webserver,webservice,xml]",1
"[apache,api,appserver,cache,client,cloud,config,coordination,data,distributed,elastic,elasticsearch,font,grpc,io,javax,mime,pdf,protocol,redis,rpc,search,server,servlet,specs,spring,standard,starter,swagger,zookeeper]",1
"[client,engine,framework,junit,testing]",1
"[cache,dependency-injection,google]",1
"[api,javax,jpa,persistence,servlet,specs,standard,upload,xml]",1
"[api,github,javax,logging,pdf,servlet,specs,spring,standard,testing]",1
"[admin,api,assets,cache,client,io,jquery,server,spring,starter,support,swagger,web]",1
"[api,bundle,client,cloud,dependency-injection,eclipse,framework,google,http,io,javax,jetty,logging,model,proxy,server,servlet,specs,standard,testing,webserver]",1
"[apache,appserver,grpc,io,json,logging,native,netty,network,protocol,rpc,serialization,server,socket,spring,starter,stub,thrift,transport,web]",1
"[annotations,apache,build,build-system,logging,maven,metadata,plugin,tools]",1
"[logging,starter]",2
"[apache,api,cache,client,codehaus,coordination,distributed,eclipse,io,javaee,javax,jpa,persistence,processor,protocol,proxy,serialization,service,specs,standard,thrift,upload,webservice,zookeeper]",1
"[apache,api,camel,elastic,elasticsearch,http,io,javax,model,search,servlet,specs,standard,testing]",1
[eclipse],1
"[analyzer,apache,api,client,code,codegen,generator,hadoop,index,javax,json,lucene,mapreduce,parallel,pdf,reactive,servlet,specs,standard,streaming]",1
"[apache,bundle,csv,esb,junit,logging,mock,mocking,module,tabular,testing]",1
"[admin,api,authentication,database,driver,hibernate,i18n,ibm,io,javax,jdbc,junit,mongodb,oauth,persistence,postgresql,reflection,selenium,server,specs,sql,standard,testing,validation]",1
"[apache,commons,csv,io,json,kotlin,logging,module,reactive,tabular]",1
"[amazon,aws,binding,cache,client,http,junit,mock,mocking,module,s3,streaming,testing]",1
"[api,client,github,jenkins,plugin]",1
"[apache,kafka,runtime,streaming]",1
[testing],7
"[i18n,ibm]",2
"[analyzer,ant,apache,api,benchmark,bytecode,cli,client,codehaus,compiler,computing,coordination,database,debug,distributed,generator,graph,groovy,hadoop,hbase,index,io,jaxrs,jboss,json,junit,jvm,language,logging,lucene,math,metrics,monitoring,native,nosql,parser,performance,protocol,rest,ruby,search,serialization,solr,spatial,testing,thrift,zookeeper]",1
"[analyzer,apache,client,codehaus,commons,http,i18n,ibm,index,io,library,lucene]",1
"[admin,apache,api,batch,binding,broker,camel,client,codehaus,compatibility,compiler,config,container,data,database,eclipse,engine,event,forms,frontend,generator,groovy,hibernate,http,ibm,image,io,javax,jdbc,jetty,jms,jpa,junit,jvm,language,mapping,message,migration,mime,module,native,netty,network,orm,persistence,queue,registry,relational,rest,rule-engine,security,server,service,servlet,socket,specs,spring,sql,standard,starter,support,testing,transaction,transport,ui,validation,webserver,webservice,workflow,xml]",1
"[annotations,github,io,web]",1
"[amqp,cloud,extension,google,http,io,protocol,queue,spring,vertx,web]",1
"[annotations,apache,build,build-system,cli,codehaus,logging,maven,metadata,parser,plugin,spring,testing,tools]",1
"[apache,client,coordination,dependency-injection,distributed,framework,google,logging,metrics,testing,transaction]",1
"[apache,coordination,distributed,protocol,serialization,spring,testing,thrift,zookeeper]",1
"[api,junit,plugin,runner,sonar,testing]",1
"[codehaus,dashboard,jenkins,plugin,view]",1
"[analysis,annotations,defect,docker,google,identity,jenkins,metadata,module,native,plugin]",1
"[apache,client,coordination,database,distributed,jdbc,migration,redis,zookeeper]",1
"[analysis,analytics,annotations,apache,api,bridge,build,build-system,cache,cassandra,cli,client,clojure,command-line,commons,computing,coordination,csv,database,defect,distributed,elastic,elasticsearch,engine,excel,expression,geo,github,hadoop,http,index,io,json,junit,jvm,kafka,language,library,loader,logging,lucene,maven,metadata,mqtt,native,parser,plugin,processor,prometheus,runtime,scala,search,security,service,slf4j,solr,spark,spreadsheet,spring,sql,streaming,support,tabular,testing,tools,validation,vertx,web,zookeeper]",1
"[build,build-system,client,database,embedded,github,logging,maven,redis,tools]",1
"[api,framework,geo,javax,jsf,metadata,servlet,specs,standard,testing]",1
"[analyzer,apache,api,commons,csv,database,driver,geo,hsql,i18n,ibm,index,javax,jdbc,json,junit,lucene,mock,mocking,module,remote,servlet,spark,specs,sql,standard,tabular,testing,upload,xml,xpath]",1
"[apache,bridge,client,dependency-injection,google,hadoop,junit,logging,mapreduce,mock,mocking,module,parallel,rest,slf4j,testing]",1
"[client,dependency-injection,engine,google,http,javax,junit,specs,standard,testing,xml]",1
[bytecode],10
"[apache,authentication,client,oauth,validation]",1
"[annotations,apache,api,build,build-system,client,http,io,javax,math,maven,metadata,network,plugin,redis,servlet,socket,specs,spring,standard,support,testing,tools,transaction,upload]",1
"[annotations,apache,api,collections,commons,csv,desktop,export,filtering,generator,ide,import,io,jdbc,metadata,module,netbeans,pdf,plugin,sql,sqlite,stats,structures,tabular,ui,visualization]",1
"[date,time]",1
"[api,google,gwt,mock,mocking,testing,ui]",1
"[amqp,api,appserver,client,data,eclipse,http,jpa,persistence,plugin,queue,rabbitmq,resource,security,server,spring,starter,ui]",1
"[api,codehaus,config,driver,eclipse,graph,groovy,javax,jboss,jvm,language,module,persistence,platform,registry,reporting,rules,security,selenium,servlet,specs,standard,testing,twitter,validation,xml]",1
"[io,kafka,registry,schema,streaming]",1
"[bytecode,cache,client,expression,io,jdbc,language,spring,sql,starter,transaction]",1
"[apache,appserver,logging,metrics,server,spring,starter]",1
"[github,logging,mock,mocking,netty,network,server,socket,testing]",1
"[analytics,azure,binary,client,codec,encryption,export,grpc,http,io,json,messaging,monitor,netty,network,plugin,protocol,rpc,sdk,socket,spring,stub,tracing]",1
"[agent,analysis,annotations,defect,metadata,testing,text,xml]",1
"[admin,assets,bootstrap,server,spring,starter,web]",1
"[api,dependency-injection,github,google,gwt,javax,mocking,persistence,rest,rpc,server,servlet,specs,spring,standard,testing,ui]",1
"[api,camel,database,embedded,framework,hsql,javax,logging,persistence,specs,spring,sql,standard,testing]",1
"[aop,appserver,aspect,data,database,io,jpa,json,kafka,messaging,mongodb,persistence,producer,server,spring,starter,streaming]",1
"[aop,apache,api,aspect,client,coordination,data,database,distributed,hazelcast,hibernate,javax,jdbc,jpa,logging,migration,persistence,servlet,specs,spring,standard,starter,websocket,zookeeper]",1
"[apache,database,embedded,excel,font,hsql,spreadsheet,spring,sql,testing]",1
"[bytecode,database,jdbc,junit,logging,postgresql,sql,testing]",1
"[jvm,language,library,scala]",8
"[engine,junit,logging,testing]",2
"[apache,api,cache,client,cloud,coordination,cron,data,distributed,eclipse,expression,github,hibernate,http,io,javax,jetty,jsp,kafka,language,logging,netty,network,persistence,plugin,queue,scheduling,security,serialization,server,servlet,socket,specs,standard,streaming,token,tracing,transport,validation,view,web,webserver,yaml,zookeeper]",1
"[apache,commons,io,math]",1
"[io,testing]",1
"[apache,api,code,codegen,generator,github,io,jdbc,persistence,sdk,security,spring,sql,starter,swagger,upload,web]",1
"[apache,build,build-system,connector,io,maven,metadata,spring]",1
"[admin,api,client,io,spring,starter,swagger]",1
"[container,engine,junit,logging,native,testing]",1
"[actor,akka,apache,bridge,build,build-system,client,communication,concurrency,coordination,database,distributed,framework,github,hadoop,hbase,http,io,jvm,kotlin,language,library,logging,maven,protocol,remote,remoting,scala,serialization,slf4j,thrift,typesafe,zookeeper]",1
"[apache,api,broker,client,collector,filtering,http,io,javaee,javax,jaxrs,jms,json,message,processor,queue,reporter,rest,security,server,specs,standard,tracing,web]",1
"[compiler,database,github,mustache,protocol,redis]",1
"[json,upload]",1
"[linux,unix]",1
"[amazon,apache,aws,client,column,coordination,distributed,framework,hadoop,json,junit,mapreduce,mock,mocking,module,parallel,parquet,protocol,sdk,serialization,testing,thrift]",1
"[spring,starter]",2
"[annotations,apache,build,build-system,codehaus,junit,maven,metadata,model,plugin,testing,tools]",1
"[api,eclipse,jboss]",1
"[api,javax,mapping,orm,persistence,relational,servlet,specs,spring,standard,transaction]",1
"[apache,api,camel,codehaus,eclipse,encryption,frontend,http,jaxrs,jetty,mapping,orm,osgi,persistence,relational,rest,server,spring,streaming,support,testing,webserver,xml]",1
"[chart,container,framework,io,jetty,logging,mongodb,provider,server,servlet,testing,visualization,webserver,webservice]",1
[xml],8
"[apache,api,bridge,language,logging,slf4j]",1
"[apache,build,build-system,maven,plugin,resource]",1
"[bytecode,cache,platform,upload,validation]",1
"[annotations,apache,api,client,cloud,commons,csv,eclipse,extension,google,grpc,io,jdbc,junit,logging,mock,mocking,netty,network,plugin,protocol,proxy,rpc,server,service,socket,sql,tabular,testing]",1
"[annotations,apache,api,build,build-system,compression,html,ide,javax,jvm,language,library,logging,maven,metadata,netbeans,plugin,scala,servlet,specs,standard,tools]",1
"[apache,api,bridge,compression,coordination,distributed,eclipse,http,javax,jetty,jvm,language,library,logging,scala,server,servlet,slf4j,specs,standard,webserver,zookeeper]",1
"[amazon,serialization]",1
"[amazon,apache,api,aws,cache,client,encryption,javax,json,logging,mocking,servlet,specs,standard,testing,webservice]",1
"[analysis,annotations,apache,api,assets,authorization,bootstrap,bridge,bytecode,captcha,chart,client,compression,config,cryptography,css,database,defect,distribution,dom,driver,eclipse,extension,filtering,github,graphics,html,http,i18n,image,import,index,io,javax,jdbc,jetty,jndi,json,logging,macro,mail,metadata,migration,mock,model,module,native,parser,platform,portlet,postgresql,python,query,realtime,render,repository,resource,rest,rss,scripting,search,security,serialization,server,servlet,slf4j,solr,specs,standard,svg,syntax,template,testing,tools,tts,visualization,web,webapp,webserver,websocket,wiki,xml]",1
[encryption],2
"[admin,analysis,apache,api,authentication,binding,client,code-coverage,codehaus,coverage,database,deployment,eclipse,event,extension,framework,frontend,gateway,http,identity,integration,io,javax,jaxrs,json,jsp,logging,management,oauth,osgi,registry,resource,rest,security,server,service,servlet,specs,standard,stub,ui,xml]",1
"[amazon,apache,aws,database,eclipse,encryption,factory,jdbc,jvm,language,library,migration,network,plugin,runtime,scala,sdk,ssh,url]",1
"[apache,api,code,codegen,generator,javax,mime,persistence,servlet,specs,standard,upload]",1
"[api,binding,javax,json,specs,standard,webservice]",1
"[aop,aspect,logging,spring,testing,transaction]",1
"[jdbc,sql,upload,xml,xpath]",1
"[apache,clojure,coordination,distributed,http,server,zookeeper]",1
"[apache,api,bootstrap,github,io,mime,spring,starter,swagger,ui]",1
"[admin,aop,api,aspect,client,github,io,json,server,spring,starter,swagger]",1
"[analyzer,apache,index,javax,lucene,specs,standard]",1
"[amazon,apache,aws,cloud,coordination,dependency-injection,distributed,github,google,junit,logging,metrics,mock,mocking,module,monitoring,sdk,testing,tools,zookeeper]",1
"[annotations,api,config,jvm,language,ruby,servlet,spring,testing]",1
"[github,javax,specs,spring,standard,starter]",1
"[apache,mime,search,solr]",1
"[analysis,annotations,api,appserver,data,database,defect,encryption,expression,hibernate,io,javax,jdbc,jpa,language,logging,mail,metadata,migration,mongodb,persistence,reflection,remote,schema,server,servlet,specs,spring,standard,starter,support,swagger,testing,validation,web]",1
"[apache,api,framework,io,javax,junit,mock,model,osgi,resource,servlet,specs,standard,testing]",1
"[analysis,annotations,api,client,defect,http,io,json,metadata,reactive,streaming,swagger]",1
"[analysis,analyzer,annotations,apache,api,build,build-system,bytecode,cache,classpath,codehaus,database,defect,dependency-injection,geo,github,google,hibernate,ibm,index,io,jboss,jdbc,jpa,jvm,kotlin,language,library,logging,lucene,math,maven,metadata,model,mongodb,persistence,reflection,scala,spatial,spring,sql,sqlite,testing,validation]",1
"[agent,apache,api,appserver,camel,elastic,javax,json,rest,server,servlet,specs,spring,standard,starter,swagger]",1
"[charts,graphics,visualization]",1
"[amazon,annotations,apache,aws,build,build-system,cloud,codehaus,database,google,gradle,groovy,jdbc,maven,metadata,migration,model,native,plugin,postgresql,s3,sql,sqlite,tools]",1
"[api,collections,dependency-injection,google,hibernate,javax,logging,math,persistence,pooling,specs,standard,structures]",1
"[bytecode,jdbc,logging,sql,sqlite]",1
"[integration,junit,spring,testing]",1
"[apache,cache,mime,spring,support]",1
"[apache,api,batch,commons,csv,expression,javaee,javax,json,language,specs,standard,tabular,xml]",1
"[apache,api,client,container,filtering,io,javax,json,logging,network,socket,specs,ssl,standard,websocket]",1
"[annotations,apache,api,build,build-system,codehaus,font,javax,maven,metadata,plugin,servlet,specs,standard,tools]",1
"[apache,engine,hibernate,http,junit,logging,mime,persistence,platform,provider,rest,server,testing,validation]",1
"[api,client,container,docker,github,io,javax,specs,standard,swagger]",1
"[communication,compression,distributed,logging,protocol,remoting,rpc,serialization]",1
"[benchmark,performance]",1
"[apache,api,authentication,compiler,eclipse,generator,hibernate,http,jetty,oauth,parser,persistence,pooling,search,server,solr,upload,webserver,xml]",1
"[apache,api,assets,broker,cache,client,javax,jms,jvm,language,library,math,message,queue,scala,servlet,specs,spring,standard,support,testing,upload,web,websocket]",1
"[extension,html,json,parser,selenium,testing]",1
"[apache,api,binding,coordination,directory,distributed,eclipse,engine,extension,framework,hadoop,http,javax,jetty,policy,protocol,provider,search,security,serialization,server,service,servlet,solr,specs,standard,testing,thrift,webserver,zookeeper]",1
"[apache,logging,security]",1
"[mocking,native,testing]",1
"[apache,pdf,schema]",1
"[apache,builder,client,cloud,codehaus,driver,groovy,http,jvm,language,mime,module,upload,validation]",1
"[apache,api,client,commons,engine,github,http,io,json,junit,logging,mime,mock,mocking,module,platform,spring,starter,swagger,testing,transaction]",1
"[admin,api,cloud,database,gateway,io,javax,jdbc,migration,server,servlet,specs,spring,standard,starter,swagger,testing,upload]",1
"[docker,jenkins,json,plugin]",1
"[analysis,analyzer,annotations,apache,api,bytecode,client,defect,engine,framework,index,json,junit,lucene,metadata,provider,servlet,testing,webservice,xml]",1
"[bytecode,cache,dao,hibernate,i18n,ibm,persistence,pooling,security,spring]",1
"[api,bytecode,database,embedded,hsql,reflection,sql,xml,xpath]",1
"[annotations,apache,api,benchmark,example,generator,io,jboss,logging,metadata,mime,parser,server,servlet,ssl,web]",1
"[dsl,logging]",1
"[cli,dependency-injection,google,parser]",1
"[client,engine,javax,json,junit,mock,mocking,module,specs,standard,testing,webservice]",1
"[apache,api,bytecode,client,cloud,coordination,data,distributed,framework,http,io,javax,jpa,native,netty,network,persistence,reactive,servlet,socket,specs,spring,standard,starter,streaming,transaction,transport,zookeeper]",1
"[bytecode,instrumentation,mapping,orm,persistence,reflection,relational,spring,support,testing]",1
"[runtime,testing]",1
"[codehaus,compiler,database,debug,github,groovy,ibm,jdbc,json,junit,matching,mustache,postgresql,sql,sqlite,testing]",1
"[api,bundle,framework,http,javax,monitoring,osgi,server,servlet,specs,standard,websocket]",1
[annotation],1
"[clojure,collections,github,graphics,io,opengl,structures]",1
"[api,business,codec,http,logging,netty,network,socket]",1
[framework],1
"[annotations,apache,api,assets,bootstrap,build,build-system,experimental,grpc,io,maven,metadata,native,plugin,protocol,rpc,service,spring,stub,tools,web]",1
"[identity,jenkins,junit,mock,mocking,module,testing]",1
"[annotations,apache,api,asynchronous,client,eclipse,engine,github,http,io,javax,jetty,junit,jvm,kotlin,language,library,metadata,mock,mocking,netty,network,reactive,runtime,scala,server,socket,specs,spring,standard,testing,webserver,webservice]",1
"[codehaus,database,embedded,hsql,sql]",1
"[api,eclipse,github,jdbc,logging,native,persistence,pool,server,servlet,spring,support,testing,tomcat,transaction,webserver,xml]",1
"[apache,api,blockchain,client,distributed,encryption,json,junit,mail,mock,mocking,module,monitoring,nosql,sdk,testing,webservice]",1
"[codec,io,logging,native,netty,network,socket,transport]",1
"[io,native,reactive]",1
"[apache,api,junit,mock,mocking,module,network,ssh,testing]",1
"[bpm,spring,starter]",1
"[api,javax,json,servlet,specs,standard]",1
"[annotations,apache,api,binding,build,build-system,bundle,database,directory,esb,event,example,framework,ftp,http,javax,jaxrs,jboss,jetty,jmx,jndi,junit,logging,management,matching,maven,metadata,naming,native,network,osgi,plugin,provider,redis,repository,rest,rmi,runtime,security,server,service,servlet,shell,specs,spring,ssh,standard,testing,transaction,url,web,webserver,webservice,xml]",1
"[dependency-injection,google,logging]",1
"[analysis,annotations,ant,apache,api,benchmark,binding,bridge,build,build-system,bytecode,cassandra,client,codehaus,collections,commons,compiler,concurrent,container,controller,database,defect,eclipse,ejb,framework,google,hibernate,integration,interface,io,javascript,javax,jboss,jdbc,jetty,jsf,jvm,language,launcher,logging,management,maven,metadata,migration,mime,mock,mocking,native,parser,performance,persistence,plugin,provider,reflection,remote,rest,ruby,scheduling,schema,scripting,security,server,service,servlet,slf4j,snmp,specs,standard,structures,testing,tomcat,tools,transaction,upload,validation,web,webserver,xml]",1
"[api,javax,logging,servlet,specs,standard]",1
"[api,cloud,database,ibm,io,javax,jdbc,json,junit,logging,redis,servlet,specs,sql,sqlite,standard,testing]",1
"[client,http,logging]",4
"[api,platform]",2
"[api,bootstrap,dependency-injection,javax,junit,mock,mocking,module,specs,standard,testing]",1
"[annotations,apache,build,build-system,codehaus,io,maven,metadata,model,plugin,runtime,tools,view,xml,yaml]",1
"[analysis,annotations,api,defect,google,metadata,plugin,sonar]",1
"[apache,api,build,build-system,bytecode,cache,client,coordination,cron,distributed,eclipse,framework,http,javax,jetty,jsp,mapping,maven,model,native,orm,persistence,relational,runtime,scheduling,server,servlet,specs,spring,standard,testing,transaction,upload,webserver,websocket,zookeeper]",1
"[junit,mock,mocking,module,testing]",4
"[api,bundle,client,javax,json,specs,standard,webservice]",1
[persistence],1
"[api,i18n,ibm,jsf]",1
"[amazon,apache,api,appserver,aws,broker,client,codehaus,console,data,database,dependency-injection,eclipse,google,hadoop,hbase,persistence,plugin,repository,runtime,s3,server,spring,sql,starter,streaming,testing,transaction,vertx,web,xml]",1
"[embedded,io,xml]",1
"[apache,http,io,network,protocol,serialization,socket,thrift]",1
"[annotations,apache,api,build,build-system,javaee,javax,maven,metadata,plugin,specs,standard,tools]",1
"[analyzer,apache,api,bytecode,cache,cassandra,client,csv,data,database,driver,elastic,excel,github,hadoop,hbase,hibernate,index,javaee,javax,jsf,lucene,mapping,math,memory,orm,persistence,pooling,profiling,protocol,relational,rethinkdb,search,serialization,servlet,spark,specs,spreadsheet,spring,standard,support,tabular,testing,thrift,transaction,upload,xml]",1
"[annotations,apache,build,build-system,client,cluster,container,database,docker,eclipse,experimental,github,hadoop,hazelcast,hbase,interface,junit,maven,metadata,native,plugin,spring,testing,tools]",1
"[api,scanning,sonar]",1
"[ant,apache,compression,frontend,github,library,spring,testing,tools,transaction,webservice]",1
"[apache,api,beans,build,build-system,commons,config,embedded,javax,jetty,json,junit,maven,plugin,portlet,security,server,servlet,specs,standard,testing,validation,web-framework,webserver]",1
"[jvm,language]",1
"[annotations,azure,client,http,json,logging,spring]",1
"[admin,annotations,api,binding,client,expression,gwt,hibernate,javaee,javax,jboss,jdbc,json,junit,language,logging,metadata,persistence,provider,runtime,servlet,specs,standard,testing,validation,web-framework,webservice,xml]",1
"[analysis,annotations,defect,google,json,metadata]",2
"[api,appserver,cache,config,data,hibernate,javax,jpa,junit,messaging,metrics,persistence,processor,server,specs,spring,standard,starter,testing,validation,xml]",1
"[assets,bootstrap,cache,client,data,jms,jpa,logging,mapping,message,orm,persistence,queue,relational,spring,support,testing,transaction,web,xml]",1
"[apache,api,assets,client,github,io,jquery,json,runtime,security,system,ui,validation,web]",1
"[compiler,google]",1
"[bytecode,logging]",1
"[client,eclipse,github,io,json,model,mongodb,plugin,server]",1
"[apache,api,client,coordination,distributed,framework,io,javax,logging,redis,runtime,servlet,specs,standard,swagger]",1
"[api,bytecode,cache,codehaus,groovy,html,javax,jvm,language,parser,servlet,specs,spring,standard,testing,upload,xml]",1
"[jenkins,plugin,support,workflow]",1
"[analysis,annotations,defect,metadata]",9
"[api,javax,servlet,specs,standard,upload]",3
"[apache,api,cluster,codehaus,hadoop,jaxrs,kafka,logging,managment,rest,rocksdb,streaming,yarn]",1
"[amazon,apache,aws,classpath,cloud,command,computing,execution,external,github,io,json,lambda,metrics,monitoring,process,request,scanning,sdk,signing,tools]",1
"[github,swing,ui]",1
"[analyzer,apache,index,lucene,upload]",2
"[api,engine,logging,spring,testing]",1
"[example,junit,mock,mocking,module,testing]",1
"[database,graph,neo4j,nosql]",2
"[apache,client,codehaus,commons,coordination,csv,database,distributed,groovy,hadoop,hbase,io,jdbc,json,jvm,language,logging,sql,sqlite,tabular,zookeeper]",1
"[analysis,annotations,defect,engine,google,junit,metadata,testing]",1
"[amqp,analytics,aop,apache,api,appserver,aspect,avro,azure,batch,build,build-system,bundle,cache,client,cloud,codec,config,container,cryptography,docker,eclipse,encryption,engine,experimental,export,github,hibernate,http,identity,integration,io,javax,jdbc,jms,json,junit,jvm,language,library,maven,message,messaging,metrics,mock,mocking,module,monitor,native,netty,network,persistence,processor,protocol,provider,query,queue,reactive,resource,rest,runtime,scala,sdk,security,serialization,server,servlet,socket,specs,spring,sql,standard,starter,storage,streaming,support,testing,transaction,transport,unix,validation,web]",1
"[apache,api,clojure,computing,coordination,csv,database,distributed,hadoop,hbase,jsf,nosql,protocol,search,serialization,solr,tabular,thrift,upload,zookeeper]",1
"[analysis,annotations,client,defect,http,jdbc,logging,metadata,native,sql,sqlite]",1
"[apache,i18n,ibm,support]",1
[graph],1
"[driver,postgresql]",1
"[io,swing,ui]",1
"[annotations,apache,api,binding,build,build-system,cache,client,codehaus,compiler,container,database,dependency-injection,deployment,diagram,elastic,engine,event,expression,generator,github,io,javax,jenkins,json,junit,kafka,kubernetes,logging,mail,management,maven,messaging,metadata,mongodb,monitoring,persistence,pipeline,platform,plugin,process,reactive,rest,rule-engine,rules,serverless,service,servlet,specs,spring,standard,starter,streaming,swagger,testing,tools,tracing,vertx,web,workflow,xml]",1
"[apache,build,build-system,commons,csv,maven,model,tabular]",1
"[azure,engine,identity,jdbc,junit,platform,provider,sql,testing]",1
"[api,client,ibm,integration,interface,io,javaee,javax,jboss,json,logging,metadata,osgi,resource,server,specs,spring,standard,transaction,web]",1
"[hibernate,jdbc,persistence,sql,sqlite,validation]",1
"[apache,api,client,config,consul,coordination,data,database,datasource,dependency-injection,distributed,framework,google,grpc,http,io,javax,jdbc,junit,manager,mock,mocking,module,mongodb,mysql,netty,network,parser,pool,prometheus,protocol,redis,repository,rpc,runtime,serialization,service,servlet,socket,specs,spring,standard,starter,swagger,testing,transport,zookeeper]",1
"[mock,mocking,netty,network,server,socket,testing]",1
"[aop,apache,api,appserver,aspect,bytecode,client,coordination,database,distributed,framework,http,javax,native,provider,redis,server,service,servlet,specs,spring,standard,starter,testing,webservice,zookeeper]",1
"[amazon,annotations,apache,api,authentication,aws,binding,bundle,client,codehaus,commons,csv,database,device,dynamodb,esb,github,groovy,http,i18n,ibm,io,jdbc,json,jvm,language,library,logging,math,messaging,mqtt,native,network,oauth,persistence,prometheus,queue,reactive,ruby,sdk,snmp,socket,specs,sql,sqlite,streaming,tabular,tcp,webservice,xmpp,zeromq]",1
"[annotations,apache,api,autoscaling,aws,binding,bytecode,cache,client,cloud,codehaus,command-line,compiler,dependency-injection,driver,eclipse,extension,frontend,google,http,integration,io,javax,jaxrs,jsp,kubernetes,management,manager,metadata,netty,network,osgi,pdf,protocol,registry,rest,rule-engine,schema,security,serialization,service,servlet,socket,specs,spring,standard,storage,streaming,stub,thrift,transaction,ui,validation,xml]",1
"[json,plugin,spring]",1
"[api,github,io,swagger]",2
"[apache,bridge,hibernate,logging,persistence,slf4j,validation]",1
"[api,appengine,build,build-system,compatibility,driver,eclipse,expression,github,gwt,javax,jetty,language,maven,plugin,portlet,proxy,selenium,server,servlet,specs,standard,testing,web-framework,webserver]",1
"[amazon,api,aws,cloud,computing,grpc,io,protocol,rpc,sdk]",1
"[api,authentication,database,dependency-injection,eclipse,encryption,google,gwt,hibernate,http,io,javax,jdbc,jetty,library,maven,messaging,metrics,migration,network,oauth,persistence,plugin,provider,proxy,server,servlet,specs,standard,streaming,tcp,tools,ui,upload,webserver,xml,xmpp]",1
"[client,container,docker,github,io,logging]",1
"[apache,client,hadoop,junit,mapreduce,mock,mocking,module,parallel,testing,validation]",1
